,S,X0,X1,prop_score,A,Y0,Y1,C0,C1,Y,C,Delta,T,sc
0,0,1.0,-0.17042496969361853,0.49999573937575775,1,1.008335983929823,2.700431689605129,2.2137941869020263,3.9454805703332925,2.700431689605129,3.9454805703332925,1,2.700431689605129,0.6500262208750275
1,0,1.0,-0.05053826674241076,0.4999987365433315,0,1.2028978024143115,2.2052070485513147,1.7103161618597782,3.4419019820747994,1.2028978024143115,1.7103161618597782,1,1.2028978024143115,0.9831840056945756
2,0,1.0,-0.04149602338700583,0.49999896259941534,0,1.5816472731330427,0.988793220278532,2.8630546789407494,3.8715478368857204,1.5816472731330427,2.8630546789407494,1,1.5816472731330427,0.9505731610844561
3,0,1.0,0.43349977592674277,0.5000108374943965,0,1.198269050761652,2.3976762114215573,2.3987964557029113,1.8480411957122298,1.198269050761652,2.3987964557029113,1,1.198269050761652,0.9834392045358178
4,0,1.0,-1.5486821936869077,0.4999612829452352,0,1.9571350656963875,2.8088845836693874,3.423957821479082,3.504489452614413,1.9571350656963875,3.423957821479082,1,1.9571350656963875,0.8879485083341832
5,0,1.0,2.3165882255172394,0.500057914705379,1,0.6823798390697399,1.2136636976913446,3.3098011936514204,4.255516907218041,1.2136636976913446,4.255516907218041,1,1.2136636976913446,0.9825792102031031
6,0,1.0,0.11380823590121696,0.5000028452058974,1,0.6826566791257478,1.680624757500158,2.3067684440781284,2.393370600649706,1.680624757500158,2.393370600649706,1,1.680624757500158,0.9374234642511745
7,0,1.0,-0.10462621621486212,0.49999738434459473,0,1.0156356489987726,2.894111400343185,2.382302392353765,3.2139527806964954,1.0156356489987726,2.382302392353765,1,1.0156356489987726,0.991418432896675
8,0,1.0,-0.5901383342403159,0.4999852465416483,0,1.7524373362941175,2.1884438706274802,2.0346607719240963,3.7085752759042134,1.7524373362941175,2.0346607719240963,1,1.7524373362941175,0.9264518041779515
9,0,1.0,0.766639855689744,0.5000191659963829,0,1.0989110625924494,2.7121881150847917,1.9502459284566818,2.1631227598717184,1.0989110625924494,1.9502459284566818,1,1.0989110625924494,0.988257171649971
10,0,1.0,-1.5071336027979387,0.4999623216600013,0,2.2098152011819714,2.8572948165243783,3.09324472716029,2.319255795682893,2.2098152011819714,3.09324472716029,1,2.2098152011819714,0.8243531293650121
11,0,1.0,-0.3967429970015561,0.4999900814250763,1,1.2156035734122845,3.728317378333336,2.850641537825751,4.686947754763743,3.728317378333336,4.686947754763743,1,3.728317378333336,0.2090713033939826
12,0,1.0,0.5692642438197808,0.5000142316060916,0,1.6429371017418413,1.442698217222453,4.305761797237635,2.5464475700039744,1.6429371017418413,4.305761797237635,1,1.6429371017418413,0.9426918144215058
13,0,1.0,-1.4841032337490476,0.49996289741922434,1,1.5525736177161906,1.578282929542828,3.7761764043174693,3.3661791872311473,1.578282929542828,3.3661791872311473,1,1.578282929542828,0.9509819199972347
14,0,1.0,1.1539309219896567,0.5000288482730177,0,1.0085463899271352,2.1441602993182727,2.296505297493829,1.8920168588787534,1.0085463899271352,2.296505297493829,1,1.0085463899271352,0.9916545451890332
15,0,1.0,0.0373361718368022,0.500000933404296,1,0.49163200824543407,2.699425609610042,4.4090208979777,4.407654007999241,2.699425609610042,4.407654007999241,1,2.699425609610042,0.6504433827357528
16,0,1.0,0.8909556322125146,0.5000222738907906,1,1.0220653814551035,2.9507206628028735,3.2662346974655496,3.559806817526323,2.9507206628028735,3.559806817526323,1,2.9507206628028735,0.541159587883015
17,0,1.0,0.630752659777739,0.5000157688164892,0,0.9826980961125569,2.00006356381985,2.347769769412632,3.341955345194579,0.9826980961125569,2.347769769412632,1,0.9826980961125569,0.9924746583234102
18,0,1.0,-0.8472076780088147,0.49997881980806247,0,1.612325554031819,1.9850756684544653,1.8916341728959578,1.6875909238945295,1.612325554031819,1.8916341728959578,1,1.612325554031819,0.9467323191811504
19,0,1.0,-1.7301875667653535,0.49995674531093875,1,2.173008390525265,2.6200853772230746,2.693361198695638,3.2017788930825626,2.6200853772230746,3.2017788930825626,1,2.6200853772230746,0.6826850522828324
20,0,1.0,-1.008466265167211,0.49997478834339215,1,1.5597385293638586,2.849839779075116,3.834756912618613,2.969107421580613,2.849839779075116,2.969107421580613,1,2.849839779075116,0.5860926535792094
21,0,1.0,0.29702284112991256,0.5000074255710277,0,0.8919221079609979,1.2614057683204671,2.840985237548138,3.398720384184207,0.8919221079609979,2.840985237548138,1,0.8919221079609979,0.9948869495622533
22,0,1.0,0.09083233799292537,0.5000022708084498,0,1.0984640317612953,2.347671231623311,3.5579655002338773,2.158284352764383,1.0984640317612953,3.5579655002338773,1,1.0984640317612953,0.9882761552798239
23,0,1.0,-0.6584476856722769,0.4999835388078641,0,1.1792691523226517,2.831899144380693,3.3926968224915517,2.954111759865266,1.1792691523226517,3.3926968224915517,1,1.1792691523226517,0.9844568316401302
24,0,1.0,0.9101206503299171,0.5000227530162425,1,0.1872779618507145,2.515123369401471,2.8744927882595674,3.0921117686137465,2.515123369401471,3.0921117686137465,1,2.515123369401471,0.7231546285556099
25,0,1.0,-1.0460313446797018,0.4999738492164068,1,1.981328478939175,2.2923049378202913,3.050968452628542,3.0627685139111067,2.2923049378202913,3.0627685139111067,1,2.2923049378202913,0.799592606405934
26,0,1.0,-0.35608445969774266,0.4999910978885085,1,1.5362995698688757,1.8138299366685784,1.9135219116097255,2.271496980204199,1.8138299366685784,2.271496980204199,1,1.8138299366685784,0.9160593783960874
27,0,1.0,-1.1248235127892994,0.49997187941220994,0,0.9904503936195754,2.6604186987661076,1.7543895232316253,3.619607368626283,0.9904503936195754,1.7543895232316253,1,0.9904503936195754,0.9922353055199454
28,0,1.0,0.4735921183278235,0.5000118398029559,1,0.7777980103546368,2.515931675174879,1.9006670775818306,2.5991311964911596,2.515931675174879,2.5991311964911596,1,2.515931675174879,0.7228532248608673
29,0,1.0,-3.8484255067627706,0.49990378936351837,0,1.845344625507914,1.9136842191487045,3.867146143154627,3.653182080568167,1.845344625507914,3.867146143154627,1,1.845344625507914,0.9103483283777233
30,0,1.0,1.5462658201995467,0.5000386566454279,0,1.0149664039372568,2.014347225884229,3.2193598918903947,3.4072151080237156,1.0149664039372568,3.2193598918903947,1,1.0149664039372568,0.9914409325913922
31,0,1.0,0.7066260150247767,0.5000176656503682,1,1.0475189078060072,2.3063981711379498,2.432312920628527,2.7840090605090997,2.3063981711379498,2.7840090605090997,1,2.3063981711379498,0.7951663171486743
32,0,1.0,2.117657279701927,0.5000529414317947,0,0.5728269391808253,1.7113520098434347,1.619169375547806,2.9856152141188397,0.5728269391808253,1.619169375547806,1,0.5728269391808253,0.9991282551526529
33,0,1.0,1.0524551431818479,0.5000263113785552,0,1.1981371174723738,2.3506216666784012,2.9831713459483837,1.8574405977797108,1.1981371174723738,2.9831713459483837,1,1.1981371174723738,0.9834464362260522
34,0,1.0,0.6967326210217785,0.5000174183155185,0,1.2168103609271976,2.3389804551428353,2.448200587344573,2.713564866192794,1.2168103609271976,2.448200587344573,1,1.2168103609271976,0.9823994445042076
35,0,1.0,1.6262804497329555,0.5000406570111536,1,0.6352942218399171,2.0604255674100465,4.2408218007643175,3.7191898805406893,2.0604255674100465,3.7191898805406893,1,2.0604255674100465,0.8641693567329887
36,0,1.0,-1.2227730054610717,0.4999694306749016,0,2.0368558823936915,1.63254036539086,2.863590256286187,3.013274753987782,2.0368558823936915,2.863590256286187,1,2.0368558823936915,0.8698622891545783
37,0,1.0,-1.0931601023295128,0.499972670997469,0,0.7737251102937531,2.83530680214154,3.61136682128622,2.7252558268442884,0.7737251102937531,3.61136682128622,1,0.7737251102937531,0.9971013112741677
38,0,1.0,-0.8085053716301117,0.4999797873657202,0,2.144376106753979,2.829882560738101,3.3052831070897932,3.8166084221589314,2.144376106753979,3.3052831070897932,1,2.144376106753979,0.8425915304631088
39,0,1.0,-1.1312215209591021,0.4999717194620061,0,1.3257840618856107,3.252775104515566,1.4136079399220622,1.4951870170078296,1.3257840618856107,1.4136079399220622,1,1.3257840618856107,0.9752854111289764
40,0,1.0,0.8411624549483141,0.5000210290613613,1,0.3405371844281175,2.094934605445926,4.719952841486502,3.668944223770594,2.094934605445926,3.668944223770594,1,2.094934605445926,0.8555461891084291
41,0,1.0,-0.40346157658377807,0.49998991346058685,1,1.7915964537057065,1.645853266956452,2.959623484296223,4.731451438096667,1.645853266956452,4.731451438096667,1,1.645853266956452,0.9422958514484875
42,0,1.0,0.11421504523510584,0.5000028553761309,0,1.3077048024520375,1.9493893479875801,1.3939269529109053,2.9104911236401745,1.3077048024520375,1.3939269529109053,1,1.3077048024520375,0.9765905981682972
43,0,1.0,-0.7566575643302695,0.49998108356090076,1,1.5708834520268147,2.2815854385371024,2.967066171296284,2.6629068102115845,2.2815854385371024,2.6629068102115845,1,2.2815854385371024,0.8029211965392465
44,0,1.0,0.754498518760813,0.50001886246296,1,1.0223808835150232,2.3712312808521503,2.0771315088857096,0.6251045387899443,2.3712312808521503,0.6251045387899443,0,0.6251045387899443,0.998763975468637
45,0,1.0,1.0902237847042806,0.5000272555945906,0,1.022285588734687,1.7398476229092084,2.724508685721605,1.8165640180327218,1.022285588734687,2.724508685721605,1,1.022285588734687,0.9911924648485554
46,0,1.0,1.6651168314377824,0.5000416279206897,0,0.9396052740009804,2.514216080577108,3.851790011700915,2.361661505180348,0.9396052740009804,3.851790011700915,1,0.9396052740009804,0.9937064371301745
47,0,1.0,1.3801505809247196,0.5000345037644683,1,1.0250380618730754,2.15008259154235,2.7769946770666283,4.138498904886535,2.15008259154235,4.138498904886535,1,2.15008259154235,0.841050648309803
48,0,1.0,-0.09618441642955668,0.49999759538958927,1,0.6359121546984623,3.091252249174128,2.887469098349068,3.2838995378450297,3.091252249174128,3.2838995378450297,1,3.091252249174128,0.47728374814612684
49,0,1.0,-1.110837048055437,0.49997222907382716,0,1.2589886012228173,2.6770628213646157,3.9276084621235414,3.4927105483245935,1.2589886012228173,3.9276084621235414,1,1.2589886012228173,0.9798553057834973
50,0,1.0,-0.19493220473474007,0.4999951266948818,1,0.8998627066309763,1.7523453423862367,3.864183572380547,3.075485953403992,1.7523453423862367,3.075485953403992,1,1.7523453423862367,0.9264666643448561
51,0,1.0,-1.5051920474805787,0.499962370198884,0,2.362873974930532,2.2610486618702668,3.023553253062263,2.572668067546153,2.362873974930532,3.023553253062263,1,2.362873974930532,0.7768625938279589
52,0,1.0,0.1205065732714913,0.5000030126643318,1,1.0824691411896825,1.0423762287559808,2.1667490973261043,3.5615828800916227,1.0423762287559808,3.5615828800916227,1,1.0423762287559808,0.9904828230732575
53,0,1.0,-0.4597366774670454,0.4999885065830654,1,0.8161593588238081,3.2170178392005404,2.9509613791618525,3.4443389949503387,3.2170178392005404,3.4443389949503387,1,3.2170178392005404,0.419975563076801
54,0,1.0,-0.5880011460161579,0.49998529997135377,1,1.0983383357932324,1.5200608155579958,4.1432693536348,2.668134954403719,1.5200608155579958,2.668134954403719,1,1.5200608155579958,0.9576774006461347
55,0,1.0,1.4967714041237423,0.5000374192850332,1,0.738843841183028,1.247940348663656,2.9214164128232047,3.0220085561388963,1.247940348663656,3.0220085561388963,1,1.247940348663656,0.9805463378053922
56,0,1.0,-1.438209930940167,0.4999640447517884,0,1.5732776498252314,3.3400828162711576,3.427229071193417,2.1876989178012476,1.5732776498252314,3.427229071193417,1,1.5732776498252314,0.9515855509580732
57,0,1.0,-1.0197391823914035,0.4999745065204624,0,1.5701194250231034,1.334104665607676,2.990109630335134,1.224424615788228,1.5701194250231034,2.990109630335134,1,1.5701194250231034,0.9519636715643154
58,0,1.0,-0.9440525344720132,0.4999763986866558,0,1.865738622534637,3.5063008338022215,2.6162281717594635,3.2362954609495067,1.865738622534637,2.6162281717594635,1,1.865738622534637,0.9065133422038689
59,0,1.0,0.14758621339723282,0.5000036896553348,1,1.0672750330632286,1.6201747928475814,3.9156493331951414,3.773405499535891,1.6201747928475814,3.773405499535891,1,1.6201747928475814,0.9457163163207494
60,0,1.0,-0.0009235766930867008,0.4999999769105827,1,1.5835689784430853,2.981158540977382,2.6749815445476206,3.0493590971236544,2.981158540977382,3.0493590971236544,1,2.981158540977382,0.5274125972506565
61,0,1.0,1.673511043588188,0.5000418377759921,1,0.4058080281524243,1.3748491798199365,1.3118297529742766,3.6818496206648055,1.3748491798199365,3.6818496206648055,1,1.3748491798199365,0.9714743156707905
62,0,1.0,-0.6992096363677446,0.499982519759098,0,1.7081969308607419,1.6881152173472929,3.077021307030239,4.134715256123627,1.7081969308607419,3.077021307030239,1,1.7081969308607419,0.9333581573114419
63,0,1.0,-1.9566997149649152,0.49995108250728193,1,1.4702837756564568,2.2398320804047063,3.5834887663111425,2.908880838044405,2.2398320804047063,2.908880838044405,1,2.2398320804047063,0.8155708619895057
64,0,1.0,-0.6727915928417538,0.4999831802101854,0,1.3830523566385162,2.8903357173252973,3.553934479891778,2.7153455213307853,1.3830523566385162,3.553934479891778,1,1.3830523566385162,0.9707975205669783
65,0,1.0,0.4029332094025877,0.5000100733302337,0,0.6776364688546037,2.114543453614072,3.2341790048317867,3.7990341890459463,0.6776364688546037,3.2341790048317867,1,0.6776364688546037,0.9982935196946348
66,0,1.0,1.320381513652168,0.5000330095377934,1,0.9990635610388189,0.3794294706545709,2.3208199585099267,2.989869341398858,0.3794294706545709,2.989869341398858,1,0.3794294706545709,0.9998321301108737
67,0,1.0,-1.040096893824988,0.4999739975776778,0,1.158853700658575,1.6420324301492242,4.212147839699717,1.550082933960233,1.158853700658575,4.212147839699717,1,1.158853700658575,0.9854978905697657
68,0,1.0,0.4422944229127904,0.500011057360571,0,1.2760928357391086,2.4129931920968977,3.2537838901218157,2.725196851606446,1.2760928357391086,3.2537838901218157,1,1.2760928357391086,0.9787500289377561
69,0,1.0,-0.2513159943448382,0.4999937171001417,0,1.2329151499292639,2.8812311175390932,1.4427335322655561,4.053304062300775,1.2329151499292639,1.4427335322655561,1,1.2329151499292639,0.9814578563090126
70,0,1.0,0.4076476240346679,0.5000101911905994,0,1.660734969689298,1.2380940777369336,3.067897273536699,3.0012233520295934,1.660734969689298,3.067897273536699,1,1.660734969689298,0.9402448262505518
71,0,1.0,-1.3231761023893684,0.49996692059748854,0,1.176972083053271,2.30640623115229,3.371542073629362,2.3460974570901003,1.176972083053271,3.371542073629362,1,1.176972083053271,0.9845766468321487
72,0,1.0,-0.5754043206250046,0.4999856148919884,1,1.9393796597277524,1.4562118003885718,3.2256795694681397,2.767000226434457,1.4562118003885718,2.767000226434457,1,1.4562118003885718,0.9642317312944737
73,0,1.0,0.9672429710747568,0.5000241810742581,1,0.8066184208393998,2.737184748045778,2.4711660104291826,3.7657632068560054,2.737184748045778,3.7657632068560054,1,2.737184748045778,0.6346539386169131
74,0,1.0,-0.8507670324884118,0.4999787308242007,1,1.2005000382684385,2.856415773176405,3.478808669227058,3.022066639184987,2.856415773176405,3.022066639184987,1,2.856415773176405,0.5831995575966986
75,0,1.0,-0.4543468380567609,0.49998864132905063,0,2.189917256330204,1.8941928657273033,3.351508874224733,3.5775451141781263,2.189917256330204,3.351508874224733,1,2.189917256330204,0.830030607697758
76,0,1.0,0.16239210797081677,0.5000040598026991,1,0.7228906129322561,1.6353974674923608,3.8408484968542,3.021587971667254,1.6353974674923608,3.021587971667254,1,1.6353974674923608,0.9437065918575437
77,0,1.0,0.11014479262193881,0.5000027536198155,1,0.8992433021091273,1.735002765948337,2.1181608099041367,3.044690848430981,1.735002765948337,3.044690848430981,1,1.735002765948337,0.9292306902914965
78,0,1.0,-0.5888766842528526,0.49998527808289794,0,0.8004330579264054,1.4380823211501736,3.0787856319476266,3.5588200222155026,0.8004330579264054,3.0787856319476266,1,0.8004330579264054,0.9966805717774637
79,0,1.0,-1.2938021056994486,0.49996765494740264,1,0.9201459053116078,3.4483770548197357,3.5747291215202215,2.0048907734486336,3.4483770548197357,2.0048907734486336,0,2.0048907734486336,0.8773297618560867
80,0,1.0,0.0176630690212555,0.5000004415767255,1,1.0537138913190611,2.1126350648571495,2.277375315466352,4.310184268372299,2.1126350648571495,4.310184268372299,1,2.1126350648571495,0.8509897496283159
81,0,1.0,-0.7826214206850739,0.4999804344644928,1,1.4663956439881851,2.1733380225838093,4.878479507689687,4.055929934108119,2.1733380225838093,4.055929934108119,1,2.1733380225838093,0.8346732313108254
82,0,1.0,-0.3911496728506639,0.49999022125818005,1,1.1787418533768121,2.8028684322237734,1.7449945446669313,3.0575459616811926,2.8028684322237734,3.0575459616811926,1,2.8028684322237734,0.6065824264787328
83,0,1.0,-0.09182875638202335,0.49999770428109047,1,1.589448125172459,2.5345292091050626,1.3545642582004853,2.572622985376223,2.5345292091050626,2.572622985376223,1,2.5345292091050626,0.7158732455017704
84,0,1.0,-1.4476796262461615,0.49996380800940704,1,2.4683916486225814,1.9643592274285244,5.102844636394498,2.364655697331942,1.9643592274285244,2.364655697331942,1,1.9643592274285244,0.886383187298521
85,0,1.0,-0.6669190114761623,0.4999833270247193,0,1.5033861621476379,1.8457165876503068,3.4783412739947703,1.9571087633863804,1.5033861621476379,3.4783412739947703,1,1.5033861621476379,0.9594665917493381
86,0,1.0,-0.7404962865208683,0.49998148759284544,1,1.7388607078780223,1.2634717455660815,2.820570687053937,3.722978964934743,1.2634717455660815,3.722978964934743,1,1.2634717455660815,0.979569802681845
87,0,1.0,0.09168614573019578,0.5000022921536432,1,1.7079950668051271,2.1600586831364876,3.8503237740346083,2.6477930656321242,2.1600586831364876,2.6477930656321242,1,2.1600586831364876,0.8383341331517504
88,0,1.0,-0.3740940960984451,0.4999906476475986,0,1.2806126866475558,2.5605151096115937,2.4837853340828793,4.36541948662089,1.2806126866475558,2.4837853340828793,1,1.2806126866475558,0.9784506453586083
89,0,1.0,-0.7088337009586542,0.49998227915748344,1,1.5137774237970825,2.568154277421488,3.7494376986460307,3.0927770583244367,2.568154277421488,3.0927770583244367,1,2.568154277421488,0.7030367652560096
90,0,1.0,0.03441056917041855,0.5000008602642293,0,1.2547282644111455,2.7651949571417296,2.2280983246072923,3.070189485892791,1.2547282644111455,2.2280983246072923,1,1.2547282644111455,0.9801238839744987
91,0,1.0,1.3852886862952098,0.500034632217102,1,0.4762976236126707,2.0818400703101423,2.7866698576932025,2.266674535449873,2.0818400703101423,2.266674535449873,1,2.0818400703101423,0.8588586852027061
92,0,1.0,-1.470463914992492,0.4999632384021914,0,1.3212580731332422,1.4066233472780008,4.353604578398852,3.0706870198243963,1.3212580731332422,4.353604578398852,1,1.3212580731332422,0.9756170442375225
93,0,1.0,0.31834446968606434,0.5000079586117415,1,1.4326359553864871,2.3470524948778837,3.038645100883321,2.675050804144974,2.3470524948778837,2.675050804144974,1,2.3470524948778837,0.7820811243941909
94,0,1.0,-0.43040006277688647,0.4999892399984322,1,1.5094605653352913,2.1329753276975043,1.942136840384021,1.604714117350756,2.1329753276975043,1.604714117350756,0,1.604714117350756,0.9477044919070391
95,0,1.0,-0.7051952995971436,0.4999823701175174,0,0.7713203563865543,3.4958501935626036,3.1934036596731294,4.674249547239305,0.7713203563865543,3.1934036596731294,1,0.7713203563865543,0.9971371289658914
96,0,1.0,0.21510082257906576,0.5000053775205643,1,0.7877686951153551,1.7719936795124138,3.72737900664849,3.0891753764860135,1.7719936795124138,3.0891753764860135,1,1.7719936795124138,0.9232448469470592
