,S,X0,X1,prop_score,A,Y0,Y1,C0,C1,Y,C,Delta,T,sc
0,1,1.0,-0.7854491730496691,0.646488114543752,1,1.5184365316330422,5.915961610144515,5.124781430657493,1.620067986737626,5.915961610144515,1.620067986737626,0,1.620067986737626,0.8315734558486175
1,1,1.0,0.1246926705355278,0.6966029327932303,1,1.8988828218547682,6.043941220105225,5.388906666907708,2.27990199737452,6.043941220105225,2.27990199737452,0,2.27990199737452,0.7349838247673086
2,1,1.0,1.3752215559304783,0.7583776277312609,1,1.9524597007095368,3.5269554945179244,2.8013511910420927,5.612045088660786,3.5269554945179244,5.612045088660786,1,3.5269554945179244,0.5529759302909966
3,1,1.0,0.950091415769782,0.738371756361664,1,1.439790529798337,3.5230687326144006,3.4087283078657844,5.22670496852291,3.5230687326144006,5.22670496852291,1,3.5230687326144006,0.5535175860117125
4,1,1.0,-0.46381139737120947,0.6646413800808785,0,2.6773177856095325,7.197536442617937,4.463864611151378,2.402516286758698,2.6773177856095325,4.463864611151378,1,2.6773177856095325,0.9210793790244228
5,1,1.0,-0.36625160115097855,0.6700557240513666,1,2.417942780138658,4.157929514189205,4.92129756463466,0.07296004193861219,4.157929514189205,0.07296004193861219,0,0.07296004193861219,0.9982388761366877
6,1,1.0,-2.2145436441978346,0.5612813778819697,0,0.7389650007858851,8.114596923189799,3.150827775134528,9.089498949142937,0.7389650007858851,3.150827775134528,1,0.7389650007858851,0.9995230071568831
7,1,1.0,-2.116003687425537,0.5673381607330061,0,2.211287756764226,6.936286678367084,3.97216161722703,1.5423328439137327,2.211287756764226,3.97216161722703,1,2.211287756764226,0.9624663933474422
8,1,1.0,0.8367593815145422,0.7328615707469213,1,0.9392048103722591,6.056356256844838,3.9873721707446124,6.043253299163254,6.056356256844838,6.043253299163254,0,6.043253299163254,0.26480165378188836
9,1,1.0,0.0984660183145839,0.69521541622571,1,2.611617953745277,6.107847039361774,4.87547810804336,7.027141815156618,6.107847039361774,7.027141815156618,1,6.107847039361774,0.25920524441597503
10,1,1.0,-0.3076605848099063,0.6732859608515961,0,1.987467287617683,5.0385119906619105,5.719019276489426,0.7457684364747386,1.987467287617683,5.719019276489426,1,1.987467287617683,0.9753447005745354
